,x racing,y racing
0,8.548611640930176,3.173937439918518
1,8.346921149080831,3.1767146994660322
2,8.145276293340844,3.1794913306085117
3,7.9438302048594345,3.1822652247440977
4,7.74214643907861,3.185042391674266
5,7.540249376096464,3.187822495687305
6,7.338968058952143,3.1905941209367135
7,7.139451657718586,3.1933414434561382
8,6.935314812646938,3.1961523890628256
9,6.722845216722324,3.1990780758833965
10,6.5211839935877824,3.201854932403396
11,6.352641629110508,3.2041757452816486
12,6.1957051153328235,3.2063367466617643
13,5.997768058521581,3.209062321753556
14,5.781902910214801,3.2120347650185486
15,5.579820192217341,3.214817425484096
16,5.378967676458436,3.2175831461778124
17,5.179715773901936,3.2203268265747482
18,4.979228854500288,3.2230875130402055
19,4.77780756070039,3.2258610657553044
20,4.575391857423128,3.22864831139757
21,4.373505332208461,3.2314282703065187
22,4.17218880896492,3.23420038034068
23,3.9706964480112306,3.236974911643959
24,3.769081154490234,3.2397511357173987
25,3.5674514684678855,3.2425275579742596
26,3.3657224275474618,3.245305348338942
27,3.1642309016778203,3.2480798681431904
28,2.9629863262719294,3.2508509874622353
29,2.7610469805630036,3.2536316737045383
30,2.5581747859768824,3.2564252051901983
31,2.354304505148252,3.2592324802317436
32,2.1523166580402875,3.2620138343338567
33,1.9546366909587696,3.264735869323684
34,1.7628932482398192,3.267376158918308
35,1.5723786721639248,3.2699995271321285
36,1.3675294581157988,3.2728202819941914
37,1.1562117918119161,3.2757301068496893
38,0.9663208057289584,3.2783448882865835
39,0.7956223303514088,3.2806953906138943
40,0.6420217894274763,3.23961961793781
41,0.4668530859247363,3.188263161158291
42,0.287397186965762,3.077139540876043
43,0.05441755993276051,2.9245971148153274
44,0.02573260045657859,2.7131395952226343
45,0.0030895868345420727,2.512366506681529
46,-0.019541469826264393,2.3116994391884957
47,-0.04228619528291868,2.1100244830992687
48,-0.06501179644307375,1.9085191000244122
49,-0.08883563691960927,1.6972757508295166
50,-0.11469281511713364,1.4680030217515139
51,-0.13736369680564464,1.1978117297716664
52,-0.018631753654060335,0.9477698495976992
53,0.23983013249569357,0.8440268853581251
54,0.48057889920819047,0.8072563993838482
55,0.6929451643269143,0.7748208821449046
56,0.898564477198041,0.7434158528971443
57,1.1027897396015787,0.7122237423441122
58,1.2988782139365953,0.6822743947577813
59,1.4880949121187241,0.6533745999982354
60,1.6831583960850254,0.6235818031369248
61,1.8840337501474171,0.5929013369813088
62,2.08638347633623,0.5619956842947884
63,2.2848650329299742,0.5316808320421972
64,2.4819915537941792,0.5015729396131932
65,2.6808505971407905,0.4712004323555884
66,2.8803483540818218,0.4407303719117892
67,3.080226569916879,0.4102022025164153
68,3.2840024646334243,0.37907872562019285
69,3.501681073636562,0.3458318336483285
70,3.738058210372818,0.309729043550218
71,3.9464743867727385,0.27789683856834346
72,4.083868546083223,0.2643785632811337
73,4.2078362202105835,0.258357864339449
74,4.343503344408539,0.25273900871885024
75,4.579627081177768,0.3451362851325025
76,4.8520643892274,0.45174337852208013
77,5.063712807443859,0.5345632494424312
78,5.208229712133143,0.5911139739554501
79,5.302560907797522,0.6280265930740877
80,5.415257455276151,0.6721257344425979
81,5.560764324487809,0.729063840702429
82,5.727029509347176,0.7941248568188739
83,5.940624066145718,0.8777062687302677
84,6.156461068107017,0.9621651689805332
85,6.356334898394272,1.0407100810516132
86,6.556813186999126,1.1198589387730713
87,6.765024064119258,1.174104474520801
88,6.982409197387428,1.1828418609137064
89,7.188358188714208,1.1220735375324216
90,7.3756994200611095,1.0058216562133184
91,7.551747250947412,0.8965777305940668
92,7.711536079467206,0.7974230928474801
93,7.872389997386372,0.6976075293369286
94,8.062984648621088,0.5793367855391272
95,8.244437157955725,0.46673906517311026
96,8.355777345560902,0.3976485281756452
97,8.463574703435725,0.3307564427330566
98,8.613524655257688,0.2377071770819031
99,8.794839498409543,0.12519488346699442
100,8.983148234951974,0.008342630844907661
101,9.18460124201669,-0.01523997022577189
102,9.389007612795893,-0.03557891022029381
103,9.389007612795893,-0.03557891022029381
104,9.601132071286857,-0.02831014813407689
105,9.785628629950164,0.08153212563973525
106,9.790075054019084,0.3553542857216838
107,9.792310024543816,0.4929894836506101
108,9.794256936852621,0.612885320310237
109,9.796805342415992,0.7698226491189161
110,9.799985838898587,0.9656857524798542
111,9.803310511992729,1.170427620122987
112,9.806582253238588,1.3719098092447846
113,9.809876461487724,1.5747755738584244
114,9.813189562489258,1.7788048024583878
115,9.81647434435038,1.9810900660024926
116,9.81972144717436,2.181054958124367
117,9.823023097990207,2.384379055020764
118,9.826334188027555,2.5882844433056476
119,9.775282571249157,2.7760180119192817
120,9.719579908676026,2.9748570951830486
121,9.538622597858899,3.070977333730091
122,9.356274657612193,3.158926921888198
123,9.154240530293892,3.183911379770831
124,8.95192245404621,3.192539015278589
125,8.750158356715323,3.200470701106166
126,8.548590941553353,3.1887233477898786
